Intersection_ID,Latitude,Longitude,Connecting_Streets_Count
7095315214,30.9452291,29.7719523,3
7095315228,30.9460862,29.7699559,1
7095315239,30.9563201,29.7728728,1
7095315243,30.9512409,29.7751643,3
7095315247,30.9456709,29.7775414,3
7095315248,30.9486781,29.7738606,3
7095315249,30.948643,29.7737525,3
7095315266,30.9505509,29.7730353,3
7095315275,30.9553782,29.7708638,1
7095315276,30.9535909,29.7666474,1
7095315282,30.9491375,29.7685935,3
7095320030,30.9405878,29.7717618,3
7095369421,30.8955047,29.7703056,3
7095369422,30.8969813,29.7762778,3
7095488026,30.8866587,29.7568824,3
7095605813,30.9002466,29.7683143,3
7095762894,30.9053554,29.7829661,3
7095906623,30.8633947,29.6930144,3
7095906627,30.8660628,29.6876949,3
7095906630,30.8663663,29.6877385,3
7096017345,30.8590362,29.6904334,3
7096017346,30.8629932,29.6899167,3
7104560131,30.8865482,29.7619334,1
7104560136,30.8848683,29.7578869,3
7104560137,30.8745733,29.7642991,1
7104560146,30.8744214,29.763599,3
7104560153,30.8737661,29.7635095,3
7104560154,30.8756484,29.7635119,1
7104560161,30.8761522,29.7642962,3
7104560162,30.8766131,29.7631546,3
7104560180,30.8749912,29.7634944,3
7104572289,30.8757821,29.7652447,3
7104572299,30.8736106,29.7633042,3
7104572310,30.8771466,29.7620896,3
7104572321,30.8751983,29.7614788,3
7104572322,30.8752093,29.7614204,3
7104572332,30.8762389,29.7580221,3
7104572343,30.8788097,29.7608593,3
7104671643,30.8738244,29.7566113,3
7104671645,30.8743489,29.7584277,3
7112201439,30.7737589,29.6572092,3
7112201440,30.7738869,29.6611144,1
7112201441,30.7734834,29.6597854,1
7112201442,30.77396,29.6598122,3
7112270317,30.7726008,29.6575941,3
7112270347,30.7711536,29.6632946,3
7112425700,30.7733327,29.6543442,4
7112425703,30.7736736,29.6523893,3
7112425706,30.7721964,29.6611722,4
7112425707,30.7723678,29.6601549,3
7112425710,30.7726503,29.6584976,4
7112425717,30.773241,29.6548957,3
7112425718,30.7732835,29.6546405,3
7112425720,30.7724805,29.6568826,3
7112425721,30.7737383,29.6513228,3
7112425722,30.7725674,29.6568991,4
7112425723,30.7726243,29.656537,3
7112429571,30.9419044,29.7438182,3
7112429580,30.9755144,29.6608557,3
7112464739,30.8923912,29.7210981,1
7112464748,30.8952085,29.7224472,3
7112464776,30.8923947,29.7201955,3
7112485797,30.8894807,29.7219175,3
7112485842,30.8895273,29.7228831,3
7112485843,30.8934011,29.7209056,3
7112487557,30.8942005,29.7252567,3
7112487565,30.8960934,29.7272564,3
7112517676,30.7759021,29.6612594,1
7112692349,30.8420688,29.7026539,1
7114203622,30.8831587,29.7470411,3
7114266816,30.8446042,29.6990436,1
7114271391,30.8379321,29.7001695,3
7114290011,30.8872496,29.7466761,3
7114290012,30.8869289,29.7460641,3
7114290019,30.8875112,29.7484768,3
7114290025,30.8865194,29.7469787,3
7114290026,30.8871318,29.7490668,3
7114354190,30.8894537,29.7462572,3
7114354193,30.8883889,29.7469018,3
7115037703,30.8616656,29.7856173,3
7115037708,30.8596181,29.7817321,3
7115830569,30.9699573,29.6549897,1
7115830570,30.9698578,29.6547121,3
7115830571,30.9692012,29.6547966,1
7115830572,30.9696037,29.6545994,3
7115830574,30.9717427,29.6542968,3
7115830575,30.9715321,29.6537867,4
7115830576,30.9711906,29.6531443,3
7115830577,30.9711134,29.6523477,3
7116897482,30.8646127,29.7914989,3
7117356141,30.8546037,29.6920486,3
7117356146,30.8533005,29.6949801,1
7117356148,30.8525706,29.6925218,3
7117356150,30.85189,29.6901056,3
7117356155,30.85125,29.6944007,1
7117356160,30.8504763,29.6942572,3
7117356170,30.8507699,29.6937342,1
7117356171,30.8503681,29.6939515,3
7117356178,30.8494614,29.6946717,3
7117356179,30.8493649,29.6947285,3
7117371585,30.8441437,29.6917708,1
7117371591,30.8434206,29.6905665,3
7117371594,30.8421747,29.6892375,4
7117371595,30.8418869,29.6890819,3
7117371596,30.8441034,29.6937074,1
7117371598,30.8455968,29.6962005,1
7117371612,30.843158,29.6944007,3
7119215097,30.8525499,29.8113477,3
7119257061,30.828032,29.688286,3
7119257066,30.8301288,29.6891806,3
7119265562,30.8293815,29.687492,3
7119297647,30.8314451,29.6856287,3
7119297652,30.8319026,29.6858657,3
7119297661,30.8275531,29.6884242,3
7119297665,30.8309065,29.6853302,3
7119297666,30.8296065,29.6839557,3
7119301394,30.8304345,29.6884067,3
7119301396,30.8306287,29.6856236,3
7119301406,30.8307996,29.6866461,3
7119301407,30.830206,29.6863082,3
7119320452,30.8321235,29.6860455,3
7119320453,30.8293661,29.6862373,3
7119523467,30.8308713,29.685772,3
7121958873,30.7719596,29.6660867,3
7121995186,30.7732999,29.667713,3
7122804213,30.7828948,29.7035658,1
7122818171,30.771959,29.706468,3
7122818183,30.7719475,29.7044617,4
7123831234,30.8516161,29.7349101,1
7123831237,30.8517577,29.7303935,3
7123831251,30.840664,29.7344005,1
7123831252,30.8435511,29.7333435,3
7123831254,30.8418178,29.7344515,1
7123831260,30.8503088,29.7449818,3
7123831273,30.8501977,29.7396979,1
7123831276,30.8521411,29.7390005,1
7123831280,30.8523993,29.7446944,3
7123844291,30.8539694,29.7374931,1
7123844294,30.8543911,29.7445758,3
7123844295,30.8487239,29.7404516,1
7123844298,30.8441605,29.7407631,3
7123844301,30.8503819,29.7448913,3
7123844312,30.8443077,29.7453766,3
7123844336,30.8502132,29.7485236,3
7123863820,30.8830586,29.7280061,1
7123869712,30.8742384,29.7324988,1
7123869729,30.8764812,29.73201,3
7123869737,30.8769744,29.7342557,1
7123915068,30.833278,29.7193078,3
7123915073,30.83849,29.7168696,1
7123932708,30.8494467,29.7243154,3
7124145584,30.8684304,29.7481901,3
7124208601,30.8653091,29.7416532,1
7124208602,30.8602641,29.7442415,3
7124208610,30.8602781,29.74438,3
7124208613,30.86412,29.7441168,1
7124208615,30.8602723,29.7443093,3
7124208618,30.8641257,29.7440028,1
7124208619,30.8604602,29.7486669,3
7124217891,30.8679685,29.7392313,3
7124217892,30.8625256,29.736675,1
7124217894,30.86448,29.7365248,3
7124247996,30.8365688,29.7286453,3
7124247997,30.8363217,29.7278278,1
7124248007,30.8334615,29.7296331,3
7124248021,30.8372211,29.7284245,1
7128866853,30.8332558,29.7166779,3
7128866861,30.8373201,29.7151288,1
7130965835,30.780216,29.7243181,1
7130965838,30.7767509,29.7263996,3
7130970540,30.7838726,29.7184123,3
7130970541,30.7836215,29.7183471,3
7130970546,30.7841806,29.7185198,3
7130970549,30.7844289,29.7168696,3
7130970552,30.7844629,29.7165772,1
7130970553,30.7841426,29.7164458,1
7130970554,30.7841074,29.7168247,3
7130970557,30.7840066,29.7177185,3
7130970560,30.78435,29.7181235,3
7130970567,30.7843644,29.7181879,3
7130970569,30.7833591,29.7176233,1
7130970573,30.7836892,29.7176716,3
7130970574,30.7836541,29.7176669,3
7130970576,30.7837762,29.7163734,1
7130970577,30.7834156,29.7207695,3
7130970582,30.7836994,29.7232924,3
7130971988,30.7834297,29.7232687,3
7130972010,30.7832883,29.7208198,3
7130972012,30.78429,29.7207615,4
7130972013,30.7839548,29.7207119,4
7130972014,30.7837209,29.7206998,4
7130972022,30.776695,29.7296208,3
7130972023,30.7765543,29.7296195,3
7130972043,30.7765992,29.7269346,3
7130972052,30.7741333,29.7217493,3
7130972068,30.7728056,29.7281831,3
7130972070,30.7710948,29.7281536,1
7133286561,31.1117043,29.7738788,3
7133286562,31.111832,29.7736969,1
7133286564,31.1080911,29.7783431,1
7133286569,31.108167,29.7781194,3
7133286570,31.1072689,29.7782506,1
7139384279,30.8604785,29.8046638,3
7139401931,30.8576346,29.8115282,3
7139705490,30.89825,29.7384426,1
7139705496,30.8993068,29.7386727,3
7139705506,30.9020161,29.7465103,3
7139705518,30.8970003,29.7378713,1
7139705524,30.8967793,29.736852,1
7139705526,30.8974238,29.7367126,4
7139705531,30.8992543,29.7360092,3
7139705535,30.8992402,29.7354937,3
7139705539,30.8997541,29.7400828,3
7139705589,30.8970146,29.7462601,1
7139705599,30.8958123,29.7470421,3
7139705604,30.8975244,29.7440712,3
7139705611,30.8994219,29.7421742,3
7139770339,30.8756668,29.6601784,1
7139796945,30.8883603,29.6562478,3
7139796958,30.8702354,29.6578792,3
7139820576,30.8935204,29.7435324,3
7139838185,30.8934875,29.7439213,3
7148351976,31.0669256,29.7173431,3
7153718567,30.9041076,29.7670991,3
7153718572,30.9005446,29.7584867,1
7153802971,30.9049369,29.7532806,1
7153802976,30.9017218,29.756007,1
7153802980,30.8990371,29.7493528,3
7153802982,30.9010487,29.7541496,3
7153836198,30.8909882,29.7522587,3
7153836199,30.8911906,29.7516756,3
7153843779,30.905908,29.7662816,3
7153922343,30.9509149,29.7365568,3
7154224474,30.8484663,29.7740309,3
7154279872,30.9205023,29.7413282,1
7154565632,30.9069371,29.7397965,3
7154565639,30.905647,29.7373023,3
7154565647,30.9157872,29.7382742,3
7154565663,30.9186985,29.7391977,3
7154565674,30.9212864,29.7350298,3
7154565679,30.9082279,29.7388624,3
7154571591,30.9136277,29.7351569,3
7154608834,30.9074213,29.7367179,1
7154608835,30.9070992,29.7362166,3
7154608836,30.9221876,29.7420993,3
7156415852,30.8369358,29.7899884,3
7156415875,30.8379597,29.7899493,3
7156441811,30.8460242,29.7850129,3
7156799385,30.8340886,29.7093402,3
7156799386,30.8343494,29.7094905,3
7156799393,30.833672,29.7112504,3
7156814756,30.8272231,29.7122723,3
7156814771,30.837122,29.7139111,1
7156814783,30.8332254,29.7148499,3
7156871188,30.8465085,29.7075287,3
7156871194,30.8424683,29.70624,3
7156871210,30.8345738,29.7089227,3
7156871211,30.82682,29.7122822,3
7156871212,30.8268017,29.7097231,3
7156871213,30.8258412,29.7106791,1
7156871214,30.825825,29.7097486,3
7156871215,30.8260508,29.7112316,1
7156871216,30.8260484,29.7097451,3
7156871217,30.8258597,29.7097481,3
7156871218,30.8258319,29.7075589,3
7156871219,30.826235,29.7097422,3
7156871220,30.8262212,29.7075508,3
7156871223,30.8253137,29.7081786,3
7156871229,30.8269548,29.7075409,3
7156871230,30.8273302,29.7075436,3
7156871231,30.828218,29.7075278,3
7156871232,30.8253298,29.7097564,3
7156871237,30.8265702,29.7075436,3
7156871238,30.8273418,29.7092943,3
7156898905,30.825323,29.712297,3
7156898906,30.8252743,29.7097584,3
7156928962,30.82505,29.7077521,3
7156928963,30.8250593,29.7097664,3
7156928966,30.8251064,29.7122994,3
7156931499,30.8287099,29.7028215,3
7156931500,30.8075265,29.7089876,3
7156985355,30.835906,29.7133505,1
7156985356,30.833212,29.7138682,3
7156985357,30.8288521,29.707506,3
7156986390,30.8344837,29.7083126,3
7156986391,30.8255785,29.7097525,3
7156986392,30.8255463,29.7075649,3
7156998986,30.835355,29.7110323,3
7156998999,30.8370383,29.7108139,3
7158259657,31.0623484,29.7024873,3
7162084297,30.9391923,29.6773844,1
7162084298,30.891269,29.7082874,1
7169176406,30.9350504,29.7678295,3
7169176410,30.9268511,29.7771167,3
7169176418,30.9267677,29.7771898,3
7169212250,30.9274361,29.7808577,3
7169212265,30.9378343,29.7739363,1
7169212272,30.9365885,29.7737325,3
7169212273,30.9366661,29.7736915,3
7169212275,30.9363243,29.7725272,3
7169248285,30.9379044,29.7784102,1
7169248289,30.9362606,29.7726019,3
7169248295,30.9337373,29.7749373,3
7169248301,30.9321046,29.7711643,3
7169248308,30.9352737,29.7731504,3
7169248319,30.933548,29.7695344,3
7169248344,30.9294276,29.7652879,3
7169248345,30.9299394,29.7713935,1
7169248348,30.9276581,29.7663642,3
7169248349,30.9282322,29.7726381,1
7169248352,30.9258693,29.7674645,3
7169248366,30.9236968,29.7818563,3
7169319837,30.9373672,29.7708705,3
7169333167,30.9208816,29.7705276,3
7169333168,30.9254194,29.7756878,4
7169341033,30.9274825,29.780756,3
7191610078,30.9630323,29.6316394,3
7191610081,30.9626854,29.631898,3
7191610084,30.9624388,29.6319314,3
7192657645,30.9873405,29.6817165,1
7192670609,31.0033802,29.6147821,3
7237033258,31.0802268,29.7337567,3
7837032396,30.8230031,29.601218,3
7837032397,30.8231447,29.6014802,3
7837032407,30.8080219,29.6128164,3
7880166374,30.8078783,29.6124194,3
7880166378,30.8078383,29.6124568,3
7890713552,30.7834642,29.6028645,3
7890713553,30.7834129,29.602807,3
7930542355,31.1219045,29.8051067,3
7931440046,31.0143684,29.6325634,3
7931440048,31.015029,29.6339048,3
7931440071,31.0090986,29.6271846,1
7931440078,31.0110956,29.6361262,3
7931440084,31.0132533,29.6332472,3
7931468192,31.0135319,29.6336757,3
7931468196,31.0100505,29.636522,3
7931497729,30.9908681,29.5962052,3
7931605917,31.014308,29.6341299,3
7931605921,31.015718,29.6366365,3
7931605923,31.0163298,29.6376855,3
7931605924,31.0168729,29.638589,3
7931605927,31.0199347,29.6437759,3
7931605928,31.0204899,29.6445424,3
7931605929,31.0215599,29.6461323,3
7931605930,31.0235945,29.6490711,3
7931605932,31.0260628,29.6531249,3
7931605933,31.0263275,29.6535527,3
7931605934,31.0274546,29.6555753,3
7931605935,31.0284653,29.657361,3
7931605936,31.0286454,29.6576962,3
7931605937,31.0289068,29.6581828,3
7931605938,31.029606,29.6594846,4
7931605939,31.0298994,29.6600039,3
7931605940,31.030353,29.6608074,3
7931605941,31.0308024,29.6616306,3
7931605942,31.0311919,29.6623443,3
7931605943,31.0317134,29.6632568,3
7931605944,31.032399,29.6645056,3
7931605945,31.0327094,29.6650702,3
7931605946,31.033071,29.665726,4
7931605947,31.0334073,29.6663311,3
7931605948,31.0352593,29.6697789,3
7931605949,31.035603,29.6704204,3
7931605961,31.0349258,29.6691728,3
7931605964,31.0248157,29.6510388,3
7931605965,31.0232359,29.6484745,3
7950517652,31.1245183,29.8083718,3
7950579471,31.1151382,29.7947308,3
7951650686,31.0841467,29.7438869,3
7951650687,31.0841672,29.7441969,3
7951650688,31.0842741,29.7441087,3
7951650696,31.0971228,29.7694815,3
7951650699,31.1075648,29.7840146,3
7953871076,31.0666234,29.715068,3
7953898886,31.0657429,29.7141073,3
7953898887,31.0655284,29.7142593,3
7953898888,31.0657227,29.7146024,3
7953898889,31.065911,29.7144064,3
7953898891,31.0651609,29.7127562,3
7953898896,31.0685925,29.7190598,3
7953898899,31.0674743,29.7180773,4
7953898900,31.0679343,29.7186955,4
7953898901,31.0724657,29.7253754,3
7953898902,31.0722751,29.7255113,3
7953898903,31.0722203,29.7248851,3
7953898904,31.0720246,29.725021,3
7953898923,31.0734934,29.7260303,1
7953898924,31.0736315,29.7284145,3
7953898930,31.0732303,29.7277094,3
7953898931,31.0730848,29.7274156,3
7953898932,31.072864,29.7269257,4
7953898933,31.0733188,29.7270149,3
7953898942,31.0730335,29.7264721,3
7953898945,31.0727356,29.7266295,4
7953898947,31.0734889,29.7281938,3
7953898948,31.0740632,29.7286995,3
7954017816,31.0590998,29.7039102,3
7954017834,31.0624206,29.7081271,3
7954744275,31.03275,29.6641728,3
7954815186,31.0357306,29.6723308,3
7954815190,31.0358493,29.6725354,1
7954815191,31.0373688,29.6727693,3
7954815193,31.0331977,29.6656257,3
7954815206,31.0378207,29.67324,3
7954815209,31.037243,29.6742235,1
7954815210,31.0380659,29.6734867,3
7954815226,31.0396993,29.6751475,3
7954815245,31.0421149,29.6773074,3
7954815246,31.0419074,29.6774691,3
7954815247,31.0421482,29.6778368,3
7954815248,31.0423466,29.6776672,3
7954815251,31.0459632,29.6839431,3
7954815254,31.0456864,29.6842056,1
7954815267,31.0530788,29.6939149,3
7954815275,31.0562489,29.6989728,3
7954815287,31.0559557,29.6985598,3
7954815291,31.0463734,29.6840507,3
7954984199,31.0195734,29.6431963,3
7954984201,31.0191703,29.6424573,3
7954984202,31.0189309,29.6420099,3
7954984234,31.0231324,29.6475152,3
7959162800,30.9971022,29.605268,3
7959162823,31.0043274,29.6165961,3
7959162824,31.0053398,29.6175222,3
7959162832,31.0081891,29.6223109,3
7959162833,31.0079909,29.6224527,3
7959162834,31.0081736,29.622788,3
7959162835,31.0083684,29.6226564,3
7959162869,31.0095578,29.6261794,1
7959172486,31.0145307,29.6345553,3
7959172498,31.0150117,29.6354169,3
7959968516,30.9895048,29.5933709,3
7959968526,30.989523,29.5928249,3
7959968527,30.9892974,29.5929812,3
7959968528,30.9897334,29.5932122,3
7959968533,30.9928494,29.5990322,3
8083573417,31.1167512,29.8084457,3
8107660176,31.0799846,29.7334237,4
8167413826,30.9335311,29.6452836,1
8167776854,30.9981036,29.6005575,2
8167776855,30.9981403,29.6006375,2
8167776902,31.0037833,29.614956,2
8167776903,31.0038274,29.6150329,2
8167810523,31.015442,29.6235318,1
8168063280,31.0085317,29.6368544,1
8168063281,31.008478,29.6369148,1
8168063286,31.0047985,29.6366394,1
8168063292,31.0038211,29.6359065,1
8168418066,30.9623304,29.6307846,2
8168418067,30.9623633,29.6308477,2
8168418109,30.9784569,29.6600785,3
8168418115,30.9787492,29.660015,3
8168457446,30.9982062,29.7592625,1
8170174431,31.0613961,29.7177948,1
8170174432,31.0614766,29.7179419,1
8170174433,31.058501,29.7241224,1
8173291030,31.0929639,29.7437206,1
8173291047,31.0849274,29.7299757,1
8173420450,30.9977836,29.7595158,1
8173420457,30.9836706,29.7344803,3
8173420467,30.9823094,29.7360125,1
8173420474,30.9234678,29.596667,1
8176129335,31.1218673,29.8147362,4
8176129344,31.125925,29.8105988,3
8442799285,31.0096152,29.6146283,1
8442799336,31.0144295,29.6221124,1
8467325595,31.0632279,29.6840905,1
8467325602,31.0799713,29.7042051,1
8474849741,31.10404,29.7877186,3
8475464836,30.9372344,29.6495931,3
8475464839,30.937097,29.6497123,3
8475464842,30.9372588,29.6500973,3
8475464843,30.9374136,29.6500051,3
8475464844,30.877443,29.6004066,3
8475464845,30.8775204,29.6005,3
8475464846,30.8759931,29.6015066,3
8475464847,30.8760879,29.6016227,3
8475464848,30.8644539,29.6105473,3
8475464849,30.8643586,29.6104515,3
8475998631,30.9511083,29.6829599,3
8475998632,30.9509229,29.6841303,3
8479246905,31.099618,29.7474445,1
8479246948,31.0995848,29.7474884,3
8479246950,31.0990827,29.7470458,1
8479246952,31.099279,29.7453319,1
8479246953,31.0986684,29.7462824,1
8481905105,31.0902905,29.755314,3
8481905106,31.0906428,29.755056,3
8481971577,31.111555,29.7581397,3
8481971578,31.1112303,29.7584492,1
8481971579,31.1113611,29.7579078,3
8481971580,31.1110604,29.758189,1
8481971581,31.1111506,29.7576563,3
8481971582,31.1116322,29.7582319,1
8482058283,31.1112211,29.774352,1
8482080234,31.1200138,29.7720159,3
8482080235,31.1192327,29.7710993,3
8483005533,31.1132989,29.792713,3
8483079030,31.1198364,29.812306,3
8483079031,31.1199119,29.8122055,3
8483079040,31.1191291,29.8115139,3
8483079041,31.1192106,29.8114089,3
8483107453,31.1039658,29.7877921,3
8483107454,31.1128064,29.8014717,3
8483107455,31.1127264,29.8015286,3
8483107456,31.1162225,29.8080433,3
8483107457,31.1163506,29.8079213,3
8953904516,30.9970937,29.7369643,3
8953912918,30.9971489,29.737087,3
8953912937,30.9965434,29.7371685,3
8953912939,30.9965684,29.7370465,3
8953912948,31.0045261,29.7320158,3
8953912950,30.9994773,29.7354777,3
8953912952,30.9995352,29.7355052,3
8953912955,30.9995645,29.7356031,3
8953912960,30.9994237,29.7356755,3
8953912964,30.9993819,29.7355747,3
8953912965,30.9993932,29.7355327,3
8953912970,30.9957959,29.735852,3
8953912976,30.9952518,29.7366855,3
8953912981,30.9986965,29.7340095,3
8953912982,30.9986156,29.7339135,4
8953912984,30.9948243,29.7365576,3
8953912985,30.995922,29.7357637,3
8954324626,30.998635,29.7340507,4
9111063520,31.0454851,29.6829246,3
9111063528,31.0522508,29.6922024,3
9111063532,31.0570789,29.6989915,3
9111063537,31.0556695,29.6999596,1
9111063538,31.0564326,29.6992316,3
9111063542,31.0584913,29.7025019,3
9111063556,31.0666091,29.7147111,3
9111063557,31.0667016,29.7148801,1
9111063572,31.0731021,29.7266013,3
9111063579,31.0717071,29.7228707,3
9111063580,31.0719463,29.7231745,3
9111332092,31.016004,29.6371222,3
9111332112,31.0217115,29.6458716,3
9111344319,31.0209314,29.6451983,3
9111344320,31.0226683,29.6465331,3
9111344339,31.0293557,29.6584218,3
9111344340,31.0333067,29.665225,3
9111344344,31.0337878,29.6661202,3
9111344345,31.0335691,29.6657257,3
9111344346,31.0352252,29.6719102,1
9111344352,31.0359076,29.6720221,3
9111344383,31.0363383,29.6715638,3
9111344393,31.0376697,29.6728719,3
9111344396,31.0371586,29.6725536,3
9111344407,31.0368659,29.6713833,4
9112885841,31.0700082,29.7207202,3
9113280122,30.9975004,29.6066403,3
9113280129,30.9960752,29.6047833,3
9113280131,30.9967563,29.6061064,3
9113280137,30.9970051,29.6066094,3
9113280138,30.9990837,29.6080124,2
9113280139,30.9991545,29.6081413,2
9113280140,30.9992945,29.6101727,3
9113280141,30.9997208,29.6107084,3
9113280143,30.9990183,29.6097905,3
9113280145,31.000357,29.6115295,3
9113280146,31.0026797,29.6148507,3
9113280147,31.001478,29.6131289,3
9113280148,31.0032581,29.6156688,3
9113280149,31.0047482,29.617759,3
9113280153,31.0044712,29.6170727,3
9113280154,31.0040703,29.6168255,3
9113280159,31.0044911,29.6174101,3
9113280160,31.0049121,29.6179802,3
9113280161,31.0053548,29.6185866,3
9113280164,31.0065281,29.6202724,3
9113280165,31.0067548,29.6206146,3
9113280173,31.0112901,29.6288452,3
9113280178,31.0109379,29.6278386,3
9113280182,31.0103897,29.6259227,3
9113280187,31.0097869,29.6266083,3
9113280188,31.0108221,29.626432,3
9113280191,31.01174,29.6296133,3
9113280194,31.0096115,29.62628,3
9113280195,31.0101293,29.6267225,3
9113280196,31.0099412,29.6268972,3
9113280208,31.0141097,29.6337692,3
9113290229,31.0114603,29.6279338,3
9113290238,31.013271,29.6322969,3
9113290241,31.0131047,29.6320081,3
9113290242,31.0132392,29.6322362,3
9113402755,30.9923986,29.5988637,3
9113402763,30.9939145,29.6012874,3
9113402764,30.9958446,29.6043618,3
9113402765,30.995682,29.6041009,3
9113402766,30.9954662,29.6037548,3
9113402767,30.9950283,29.6030625,3
9171395636,30.8612031,29.6420482,3
9171395640,30.8613675,29.6423162,3
9171395641,30.8611149,29.6424085,3
9172014365,30.8815844,29.5978163,3
9172014366,30.8815365,29.5977895,3
9172014373,30.8813961,29.5974075,3
9172014375,30.8814306,29.5973034,3
9172014398,30.8813724,29.5980332,1
9177836671,31.0988577,29.7715166,3
9178014223,31.0620571,29.7615539,3
9317252768,30.8208944,29.6834856,3
9317252780,30.8148569,29.6785411,3
9317252781,30.8039251,29.6965316,3
9318289580,30.9099581,29.646912,3
9318289581,30.9099022,29.6470864,3
9318289582,30.9041693,29.6445046,3
9318289583,30.9041296,29.6446889,3
9318289584,30.8951973,29.6409534,3
9318289585,30.8952539,29.6407613,3
9318289591,30.8946664,29.6403287,3
9318298524,30.8943931,29.6410516,3
9345306239,30.8660137,29.742077,1
9357063592,30.9443734,29.5973371,3
9357512720,30.9830903,29.6760979,3
9357512721,30.9834902,29.67578,1
9359798856,30.9420868,29.6296535,1
9359798861,30.9425345,29.6297379,3
9359798862,30.9420385,29.6310726,3
9360009749,30.9552356,29.6953127,1
9360018241,30.8938862,29.7324881,1
9360018242,30.8942188,29.7332123,1
9360018248,30.8938983,29.7331298,3
9360340142,30.8116611,29.6394342,3
9360468133,30.9550113,29.688469,3
9360468148,30.95298,29.6893211,3
9363052828,30.9927381,29.6868666,3
9363052829,30.9932178,29.6865043,1
9363076622,30.8094881,29.7097064,3
9363076623,30.8146338,29.7082431,3
9363076625,30.8126665,29.7073293,3
9363076629,30.8138229,29.7118027,3
9363076630,30.8147018,29.7021121,3
9363103452,30.9967818,29.6224966,3
9363103477,30.9976277,29.6178049,1
9363171394,31.0236759,29.6513674,1
9363171397,31.0245662,29.6506367,3
9363171398,31.0228959,29.6487097,3
9363171407,31.022542,29.6474578,3
9363171408,31.0232208,29.651067,1
9363171415,31.0239709,29.6496776,3
9363171416,31.0236943,29.6501389,3
9363197319,31.0232254,29.6493653,3
9363419758,30.9962105,29.7137496,1
9363419759,30.996099,29.7120745,4
9363419760,30.9965596,29.7117974,4
9363419761,30.9974214,29.7136327,1
9363419766,30.9996844,29.7166093,3
9363419772,31.0001528,29.7170343,4
9363419774,31.0004372,29.71579,1
9363419777,31.0014476,29.7148392,1
9363419786,31.0005775,29.7159362,3
9363419788,31.0008323,29.7163649,3
9364761523,31.0005545,29.6157235,1
9365315050,30.9367932,29.7296315,1
9368997459,30.8375326,29.7011847,3
9368997842,30.9927383,29.7061786,4
9368997843,30.9940874,29.7091767,3
9368997844,30.9945812,29.7088096,4
9368997845,30.9935029,29.7080263,4
9368997849,30.9949007,29.7110238,3
9368997850,30.9950682,29.7040504,3
9368997851,30.9927121,29.7046393,3
9368997852,30.9932514,29.704324,4
9368997853,30.9937305,29.7040299,3
9368997854,30.9935373,29.7049686,3
9368997855,30.9929958,29.7037478,3
9368997856,30.9940183,29.7046893,4
9368997863,30.9945146,29.702839,3
9368997864,30.9937121,29.7010701,3
9368997865,30.9934684,29.7034505,3
9368997866,30.9942857,29.7067682,3
9368997867,30.9940036,29.706161,3
9368997868,30.9935326,29.7064386,3
9368997869,30.9945393,29.7058452,3
9368997870,30.9959232,29.7065279,3
9368997872,30.9961074,29.706413,3
9368997873,30.9959987,29.706185,3
9368997874,30.9958527,29.7058524,3
9368997875,30.9953285,29.7046199,4
9368997876,30.9953193,29.7061783,3
9368997877,30.9947693,29.7049698,3
9368997880,30.9956784,29.7084112,3
9368997881,30.9932819,29.7058666,3
9368997882,30.9938041,29.7070581,3
9368997883,30.9942751,29.7052678,4
9368997884,30.9948158,29.7064492,4
9368997887,30.9959246,29.710372,4
9368997888,30.9956099,29.7096871,3
9368997889,30.994853,29.7093969,3
9368997890,30.9958401,29.7087754,3
9368997891,30.9955742,29.7081765,3
9368997892,30.9943157,29.7082149,3
9368997893,30.9953146,29.7075918,3
9368997894,30.9940777,29.7076669,4
9368997895,30.9954531,29.7106706,4
9368997896,30.9951262,29.709987,3
9368997897,30.9961078,29.7093783,4
9368997898,30.9968554,29.7089155,3
9368997899,30.9950786,29.7070515,4
9369115918,30.8704939,29.7321609,1
9369115923,30.8762895,29.7308224,3
9369202219,30.8629626,29.7616409,3
9369251666,30.8984318,29.7344944,1
9369251668,30.8992063,29.7345045,3
9369251669,30.8981322,29.7364108,3
9369251670,30.8979838,29.7359196,3
9369251688,30.8960152,29.7353983,1
9369251696,30.8991721,29.7335069,3
9369270418,31.0875985,29.7433091,3
9369318938,30.9935744,29.6817226,1
9369318941,30.9929793,29.6821398,1
9369318942,30.9916022,29.6840442,3
9369318951,30.9920192,29.6837571,3
9369318952,30.9948959,29.6844366,1
9369436404,30.8692602,29.7705336,3
9369436405,30.8704888,29.7716831,3
9369436408,30.8701761,29.7739491,3
9369436413,30.8706558,29.7701258,3
9369436414,30.8701301,29.7717288,1
9369440622,30.8684725,29.7710341,3
9369440623,30.8684767,29.7707969,3
9369911128,30.9665665,29.6278723,3
9369911138,30.9680742,29.6272343,3
9369980370,31.1097732,29.7589628,1
9369980371,31.1102857,29.7582381,3
9369980372,31.1096848,29.7585511,1
9369980373,31.1101189,29.7579647,3
9370104632,30.8993809,29.74067,3
9370104640,30.8967862,29.7440444,3
9370104648,30.898563,29.7433363,1
9370104651,30.8994692,29.7433799,3
9370104662,30.8930989,29.7410013,3
9370104669,30.8994226,29.7423077,3
9371725015,31.0159295,29.7532108,1
9371839517,30.9548653,29.6804484,3
9371839524,30.9554424,29.6804696,1
9371943120,30.9922728,29.6893415,3
9371943126,30.9921611,29.6906024,1
9371943128,30.9919591,29.6896444,3
